Sample	filename	run_id	sample_id	treatment	tube_contents	expt	directory	expt_no	new_filename	optimization_only	Reads_sequenced	Reads_mapped	Unique_reads_mapped	Percent_mapped_reads	avg_quality	dinucleotide_repeats	mononucleotide_repeats	Ecoli_screen_result	Human_screen_result	Mouse_screen_result	Rat_screen_result	Unmapped_screen_result	Yeast_screen_result	Genome_coverage	Positive_chromosomes	Proportion_with_neighbours
expt11_G1G1	4np_g1g1.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1G1	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1G1.fastq.gz	False	4239770	2480833	1569300	58.51	32.9391695776	0	0.0	2.66872715385	10.9086946616	81.1990450434	18.761330203	9.06	0.31402617215	0.202370822452	14	0.864071335363
expt10_D6	cresyl-violet_4np_d6.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	D6	cresyl-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_D6.fastq.gz	False	3930682	1052446	831085	26.77	33.8003331229	0	0.0	10.6323236132	45.6933929971	38.3630825404	11.0262236201	8.77	0.164703781242	0.191147560224	14	0.890014582854
expt09_G2-2	small-kit_water-control_g2-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	G2-2	small-kit	water-control	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_G2-2.fastq.gz	False	4481048	2161	1214	0.04	33.3221766426	0	0.0	46.9838018056	23.4065415399	1.65597164061	2.33683808835	29.01	0.264111911146	0.000528153516622	16	0.0555555555556
expt01_F38C8	pi-stained-frozen_4np_f38c8.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38C8	pi_stained_frozen	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38C8.fastq.gz	True	2590929	26542	17636	1.02	34.4662702066	0	0.0	44.1315778911	24.592582186	2.85393168225	2.11937542648	29.68	0.0933247702003	0.00880255861037	1	0.108333333333
expt05_F42C4	frozen-early_4np_f42c4.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42C4	frozen-early	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42C4.fastq.gz	False	5194091	3010114	2289504	57.95	33.3987716041	0	0.0	8.21628440137	4.07059977775	81.2548179443	17.9853234155	9.77	0.294332595833	0.392359379126	19	0.802236015555
expt06_F43C1	25-pcr-cycles_4np_f43c1.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F43C1	25-pcr-cycles	4np	wga-pcr-cycles-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-pcr-cycles-test	6	expt06_F43C1.fastq.gz	False	4780059	2554488	1628378	53.44	33.4080127463	0	0.0	16.5446603404	4.6794195913	72.5299994979	17.2696691269	9.27	0.27514183863	0.184281564508	10	0.884483719449
expt07_F1	stained-sybrgold_1x4np_f1.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	F1	stained-sybrgold	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_F1.fastq.gz	True	7421781	320092	97635	4.31	33.645587225	0	0.0	67.8219253203	3.43686125929	6.72216959968	2.10778204297	22.71	0.103694102398	0.0222998151463	2	0.207236842105
expt02_F37C3	protocol-b_4np_f37c3.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37C3	protocol_b	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37C3.fastq.gz	False	3644678	1615548	1020957	44.32	34.4376578672	0	0.0	5.16386479919	4.16526737915	59.6639734498	13.4153809684	33.82	0.372375101243	0.175537689622	15	0.834517342248
expt05_F42D2	frozen-late_4np_f42d2.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42D2	frozen-late	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42D2.fastq.gz	False	3976956	1610974	1004869	40.5	33.1006684509	0	0.0	21.0663421307	10.7579658835	57.0425651754	13.7069520438	13.79	0.163944319279	0.121666030926	12	0.846014711202
expt03_F41F1	unfrozen_4np_f41f1.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41F1	unfrozen	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41F1.fastq.gz	False	4964208	3110076	2129830	62.64	33.6739481907	0	0.0	3.11225260613	6.42393110742	87.714156217	18.2142317571	6.16	0.362592536637	0.316760071594	18	0.874670001389
expt08_H3-1	eosin-etoh_4np_h3-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	H3-1	eosin-etoh	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_H3-1.fastq.gz	True	4985919	62670	29969	1.25	33.4064935672	0	0.0	64.2164482195	3.69538402912	2.24631213711	0.947662932841	30.29	0.0762141617946	0.0118394413309	16	0.101610904585
expt02_F37B2	protocol-a_4np_f37b2.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37B2	protocol_a	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37B2.fastq.gz	False	2849373	1788197	1009736	62.75	34.2353619551	0	0.0	6.88848708777	4.46228528753	84.0149758264	18.7895522975	8.56	0.487402224755	0.153281887269	13	0.77306661562
expt01_F38H4	pi-stained_4np_f38h4.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38H4	pi_stained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38H4.fastq.gz	True	2393133	892	512	0.03	34.4340264415	0	0.0	50.9858194436	24.3275768698	1.31877168702	1.65072106224	24.53	0.0902581382755	0.000249405827294	10	0.117647058824
expt01_F38D3	unstained_4np_f38d3.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38D3	unstained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38D3.fastq.gz	False	2904674	1989706	1724042	68.5	34.268019406	0	0.0	2.40310696671	5.57496855095	91.4049240231	19.7140632176	4.14	0.276551985783	0.273774243714	18	0.928353250094
expt11_G1G12	water-control_g1g12.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1G12	none	water-control	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1G12.fastq.gz	False	5702503	7424	6028	0.13	32.9524284336	0	0.0	0.612730398625	91.9955219703	4.4550397825	5.64351685258	7.32	0.134940626125	0.00462134327044	1	0.0571428571429
expt10_F3	crystal-violet_4np_f3.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	F3	crystal-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_F3.fastq.gz	True	6053475	6565	4710	0.1	33.870254358	0	0.0	21.0766037203	65.1444003305	3.14899534453	4.03575243354	13.4	0.146113383986	0.00350635251313	1	0.0334728033473
expt05_F42D3	frozen-early_4np_f42d3.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42D3	frozen-early	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42D3.fastq.gz	False	4652733	2917729	2431146	62.71	33.1361806061	0	0.0	6.19829284307	3.55371483408	86.4023435527	19.2908732764	6.85	0.182837517046	0.392960887298	16	0.926563375023
expt10_E2	unstained_4np_e2.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	E2	unstained	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_E2.fastq.gz	False	6194068	1201791	869121	19.4	33.8649394873	0	0.0	12.8131725139	50.7992592963	29.2257644763	9.08362944798	10.5	0.223212051449	0.155409172266	12	0.881336731804
expt01_F38C5	pi-stained_4np_f38c5.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38C5	pi_stained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38C5.fastq.gz	True	2702230	480147	298135	17.76	34.4206303683	0	0.0	28.5213272983	23.8142341856	26.7787736179	7.33890870577	23.03	0.211824185926	0.0832575335231	12	0.704140969163
expt11_G1D9	4np_g1d9.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1D9	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1D9.fastq.gz	False	5257696	2518	1064	0.04	32.9425008597	0	0.0	19.5631136469	55.4212616681	2.43140259269	3.09671175984	24.77	0.0826596237979	0.000396115137467	13	0.0
expt11_G1D11	4np_g1d11.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1D11	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1D11.fastq.gz	False	5178995	3286753	2063707	63.46	32.9008377108	0	0.0	1.10244284466	7.63175597659	87.0006124682	19.5056075986	8.3	0.325311003343	0.193802998738	14	0.893565480696
expt11_G1B11	4np_g1b11.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1B11	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1B11.fastq.gz	False	6014433	2949853	979569	49.04	32.8626848117	0	0.0	5.14360391457	19.8741034108	65.3465148991	15.5056314283	13.61	0.303269121417	0.107904697632	11	0.581917063222
expt07_F2	stained-sybrgold_4x1np_f2.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	F2	stained-sybrgold	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_F2.fastq.gz	True	9122233	235609	72807	2.58	33.6963265464	0	0.0	69.1126739488	2.72731807073	4.70946181854	1.58611402065	24.15	0.120704274527	0.0225345500425	3	0.118489583333
expt04_F40A2	1ul-mdc-pk_4np_f40a2.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40A2	1ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40A2.fastq.gz	False	3709232	1447473	860755	39.02	31.0905513594	0	0.0	8.48079800499	4.68728179551	52.4109725686	13.6528678304	36.33	0.328179551122	0.123631935683	12	0.75281832206
expt11_G1A7	4np_g1a7.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1A7	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1A7.fastq.gz	False	5453540	8100	4101	0.14	32.8868914503	0	0.0	18.0140384848	54.6421799992	2.53035620638	3.15865908266	27.11	0.14320868127	0.000616179102726	14	0.047619047619
expt07_D3	unstained_1x4np_d3.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	D3	unstained	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_D3.fastq.gz	False	7201770	3649500	1787563	50.67	33.6747517624	0	0.0	21.4536365909	3.59610097476	67.2761809548	15.3671582104	10.64	0.230942264434	0.117294093483	10	0.84277673546
expt01_F38C7	pi-stained-frozen_4np_f38c7.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38C7	pi_stained_frozen	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38C7.fastq.gz	True	2410774	262827	168343	10.9	34.4108290532	0	0.0	36.5618373503	30.4492827206	17.7194397157	5.99408655138	17.42	0.153311630778	0.0632903964086	11	0.507417709782
expt10_G3	crystal-violet_4np_g3.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	G3	crystal-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_G3.fastq.gz	True	3351879	4862	4077	0.14	33.5662328503	0	0.0	13.8256327027	75.6058223868	3.33620733377	3.98437896232	10.4	0.0770908353198	0.00372641647839	1	0.0314960629921
expt04_F40G2	1ul-mdc-pk_4np_f40g2.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40G2	1ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40G2.fastq.gz	False	4954693	2959996	1702629	59.74	33.7112543603	0	0.0	12.1490705794	4.84893131774	79.1783559045	19.3906795568	7.53	0.426867418814	0.191059534638	16	0.845043384781
expt08_G2-1	eosin-h2o_4np_g2-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	G2-1	eosin-h2o	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_G2-1.fastq.gz	True	4672287	458879	241977	9.82	33.4386549884	0	0.0	51.8775588215	4.40896882639	14.8927181097	4.147428353	30.03	0.163965758316	0.0706552037792	11	0.46200166113
expt09_F3-2	large-kit_4np_f3-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	F3-2	large-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_F3-2.fastq.gz	False	4897666	23288	9954	0.47	33.3967589868	0	0.0	0.0560263323762	62.6994687503	3.91684091523	4.18996928556	36.68	0.147069122488	0.00268478037616	16	0.0546448087432
expt04_F40D3	2ul-mdc-pk_4np_f40d3.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40D3	2ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40D3.fastq.gz	False	4006558	1614636	697741	40.29	33.5084127074	0	0.0	26.6972165648	3.4733037818	56.8098318757	12.4945090052	15.1	0.166726568428	0.0850767289692	10	0.774961200207
expt01_F38C3	unstained_4np_f38c3.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38C3	unstained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38C3.fastq.gz	False	3047500	2138784	1831767	70.18	34.3802050861	0	0.0	2.3694676327	6.19093558041	90.2957158608	20.0494172311	5.26	0.582768939991	0.285232240838	15	0.934677502315
expt11_G1G10	4np_g1g10.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1G10	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1G10.fastq.gz	False	5468850	3442316	2372450	62.94	32.9610757289	0	0.0	0.977532835851	7.28825150351	89.0429832854	19.4108654987	6.58	0.286622282117	0.31497021801	19	0.875541478411
expt08_D2-1	eosin-h2o_4np_d2-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	D2-1	eosin-h2o	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_D2-1.fastq.gz	True	4822771	494398	257691	10.25	33.4954440093	0	0.0	58.6354814631	4.17317740732	15.661607365	3.99800945509	22.59	0.114456332421	0.0669728000939	12	0.551150054765
expt11_G1H2	water-control_g1h2.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1H2	none	water-control	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1H2.fastq.gz	False	3503996	2441	1172	0.06	32.7351963301	0	0.0	18.6125955152	56.1773959946	3.18533686261	3.89851670579	24.86	0.103880537382	0.000513482585605	15	0.0571428571429
expt08_E2-1	eosin-h2o_4np_e2-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	E2-1	eosin-h2o	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_E2-1.fastq.gz	True	4811429	312793	140763	6.5	33.4911137627	0	0.0	59.267351031	6.15429124393	11.1244126538	3.29711988348	24.58	0.116721036722	0.0448490361198	9	0.323519790644
expt05_F42E1	frozen-late_4np_f42e1.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42E1	frozen-late	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42E1.fastq.gz	False	5612877	2743326	1705988	48.87	33.3225080471	0	0.0	18.3976853238	5.9443280455	66.2795570189	15.4664272174	12.17	0.251421730021	0.163771602946	13	0.828899041476
expt01_F38E3	unstained_4np_f38e3.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38E3	unstained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38E3.fastq.gz	False	2974343	1880696	1307721	63.23	34.3760282523	0	0.0	6.10116496041	8.70744868627	82.3985072369	17.7053810076	6.42	0.468001412073	0.198174936181	13	0.888732602902
expt09_A3-2	large-kit_4np_a3-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	A3-2	large-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_A3-2.fastq.gz	False	4993493	1611998	774745	32.28	33.4737637562	0	0.0	0.040052067688	35.3940122159	44.9183939121	11.9955942726	23.09	0.19124862321	0.0953610516123	13	0.531692307692
expt07_B2	stained-sybrgold_4x1np_b2.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	B2	stained-sybrgold	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_B2.fastq.gz	True	8698343	151881	48039	1.74	33.7141022146	0	0.0	66.9237155059	4.11678218862	3.20260849561	1.28124343625	26.37	0.0680129224553	0.0156685543265	1	0.120786516854
expt08_D5-1	unstained_4np_d5-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	D5-1	unstained	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_D5-1.fastq.gz	False	4982332	2746177	1816589	55.11	33.6083039027	0	0.0	13.8408582296	4.47479602999	75.9521109517	17.2930444469	9.2	0.288016698947	0.280581555706	16	0.84062745098
expt08_G3-1	eosin-etoh_4np_g3-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	G3-1	eosin-etoh	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_G3-1.fastq.gz	True	5161657	767066	410148	14.86	33.4680415611	0	0.0	41.3467253659	5.44513061261	21.9930890664	5.44513061261	32.67	0.127942939464	0.107508582495	13	0.538346069869
expt07_D4	unstained_4x1np_d4.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	D4	unstained	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_D4.fastq.gz	False	6675064	2602717	1287147	38.99	33.7705737353	0	0.0	16.2715300919	4.46661581082	51.0197936323	11.8390412334	30.75	0.164612357972	0.111146973387	11	0.733104540655
expt11_G1F12	4np_g1f12.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1F12	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1F12.fastq.gz	False	1802901	7298	366	0.4	30.866089153	0	0.0	0.566082945628	1.72820031549	1.33483756315	0.224636089535	96.5	0.00199676524031	4.40127930518e-05	3	0.0
expt09_G3-2	large-kit_4np_g3-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	G3-2	large-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_G3-2.fastq.gz	False	4896531	2438481	1476237	49.8	33.4959752118	0	0.0	0.0200140098069	22.3386370459	66.8988291804	16.1332933053	14.46	0.259181426999	0.189122971744	16	0.772399348383
expt04_F40F3	2ul-mdc-pk_4np_f40f3.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40F3	2ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40F3.fastq.gz	False	4684080	2278425	985957	48.64	33.719489206	0	0.0	20.9187052237	4.47211575124	65.1070618691	16.1947382152	12.33	0.290983524312	0.120301634342	13	0.802926829268
expt05_F42H3	frozen-early_4np_f42h3.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42H3	frozen-early	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42H3.fastq.gz	False	5189740	2858153	2028479	55.07	33.3856395503	0	0.0	13.8362574271	4.34656272858	76.4616294099	17.4714186948	8.51	0.22243820326	0.214899797541	17	0.910704533042
expt07_G3	unstained_1x4np_g3.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	G3	unstained	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_G3.fastq.gz	False	8619153	4562796	2117135	52.93	33.8139032919	0	0.0	19.1283437933	4.98488370933	69.7754008561	16.6069664648	9.71	0.340241261986	0.129338927848	15	0.834392014519
expt02_F37E2	protocol-a_4np_f37e2.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F37E2	protocol-a	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37E2.fastq.gz	False	4081060	2354694	993942	57.69	33.7158880291	0	0.0	12.7136097409	3.96527994053	76.6222284733	17.8975075096	10.13	0.348607078632	0.14263079135	13	0.732462456285
expt11_G1G6	water-control_g1g6.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1G6	none	water-control	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1G6.fastq.gz	False	5204091	5655	1966	0.1	32.859896762	0	0.0	19.7703813987	53.0810659579	2.66089789067	3.02760818953	27.03	0.0989218517371	0.000748217481881	15	0.0
expt03_F41B1	unfrozen_4np_f41b1.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41B1	unfrozen	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41B1.fastq.gz	False	5059224	1413367	1005894	27.93	33.8049356976	0	0.0	4.16326448322	42.038890737	38.9975907501	10.4494914366	18.36	0.230844447133	0.163815615739	11	0.86763388859
expt08_B4-1	unstained_4np_b4-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	B4-1	unstained	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_B4-1.fastq.gz	False	5522857	2783436	1543129	50.39	33.6051367979	0	0.0	20.2497609943	4.40168897387	67.7133126195	15.514459847	10.66	0.269877310389	0.197558757079	15	0.786796376058
expt04_F40E3	2ul-mdc-pk_4np_f40e3.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40E3	2ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40E3.fastq.gz	False	4543870	2575916	1460975	56.68	33.6959902022	0	0.0	10.8076256499	3.8445159693	78.9918296608	17.7885615251	9.51	0.316910126269	0.184002816819	14	0.862222930952
expt01_F38G1	unstained_4np_f38g1.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38G1	unstained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38G1.fastq.gz	False	1911927	1146821	916315	59.98	34.4035488803	0	0.0	9.60965138928	9.59872003816	77.7576817586	18.2513813253	6.8	0.422347656716	0.140444822628	11	0.899926877677
expt09_H2-2	large-kit_4np_h2-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	H2-2	large-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_H2-2.fastq.gz	False	4651379	1284338	736639	27.61	33.3651536458	0	0.0	0.0303134409797	41.1171513449	41.1323080654	11.4322090415	21.29	0.206131398662	0.112907485109	13	0.607068607069
expt01_F38E1	unstained_4np_f38e1.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38E1	unstained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38E1.fastq.gz	False	3067894	1617673	1098162	52.72	34.3217995798	0	0.0	14.0514323246	10.1460112161	71.0544131764	16.7827009549	8.28	0.486030414793	0.12950030809	13	0.878667724029
expt06_F43D3	20-pcr-cycles_4np_f43d3.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F43D3	20-pcr-cycles	4np	wga-pcr-cycles-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-pcr-cycles-test	6	expt06_F43D3.fastq.gz	False	1837343	123482	60642	6.72	28.4881783097	0	0.0	1.44109723243	0.786676463385	9.54200342885	2.7097722263	88.27	0.0244917952486	0.0167101904287	2	0.168568920105
expt11_G1C11	4np_g1c11.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1C11	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1C11.fastq.gz	False	5300277	3051	1132	0.05	32.8199494102	0	0.0	18.6648801072	57.3935563866	3.01481911085	3.52978821271	23.8	0.104993700378	0.000542824447639	17	0.0
expt07_A1	stained-sybrgold_1x4np_a1.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	A1	stained-sybrgold	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_A1.fastq.gz	True	8167340	457	350	0.0	33.6186365451	0	0.0	64.6442842513	3.30917049858	0.510029919078	0.582317624144	31.93	0.0853396518142	4.40127930518e-05	3	0.0
expt11_G1E7	4np_g1e7.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1E7	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1E7.fastq.gz	False	5707969	2990735	1295814	52.39	32.9681792245	0	0.0	4.76932294787	18.1346115438	71.3421210306	16.6866387058	9.74	0.298581985221	0.0934685015111	11	0.792183330717
expt02_F37C2	protocol-a_4np_f37c2.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37C2	protocol_a	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37C2.fastq.gz	False	20493	3028	2047	14.77	33.8568779583	0	0.0	0.785634118967	7.4659639877	20.5338408237	8.16864295125	72.73	1.12721417069	0.000762888412899	10	0.0
